"구분","오염원","d15N","d18O","Kendall_Pass","KDE_Pass","center_d15N","center_d18O","delta_d15N","delta_d18O","vector_slope","Denit_Pass","Final_Decision"
"농업계","토양 유출수-4",2.93,3.51,TRUE,TRUE,1.85365591397849,9.15591397849462,1.07634408602151,-5.64591397849462,-5.24545454545455,FALSE,"Pass (Approved)"
"농업계","논유출수",1.93,7.16,TRUE,TRUE,1.85365591397849,9.15591397849462,0.0763440860215052,-1.99591397849462,-26.143661971831,FALSE,"Pass (Approved)"
"농업계","논유출수",11.45,30.55,FALSE,FALSE,1.85365591397849,9.15591397849462,9.5963440860215,21.3940860215054,2.22939963695852,FALSE,"Drop (Outlier)"
"농업계","밭토양 감나무",6.44,-1.68,FALSE,TRUE,1.85365591397849,9.15591397849462,4.58634408602151,-10.8359139784946,-2.36264741049867,FALSE,"Drop (Outlier)"
"농업계","밭토양 깻잎",4.18,2.57,TRUE,TRUE,1.85365591397849,9.15591397849462,2.32634408602151,-6.58591397849462,-2.83101455974116,FALSE,"Pass (Approved)"
"농업계","밭토양 고구마",8.31,-1.92,FALSE,TRUE,1.85365591397849,9.15591397849462,6.45634408602151,-11.0759139784946,-1.71550862700686,FALSE,"Drop (Outlier)"
"농업계","산포천 논배수로",9.6,5.88,FALSE,TRUE,1.85365591397849,9.15591397849462,7.74634408602151,-3.27591397849462,-0.422898071931261,FALSE,"Drop (Outlier)"
"농업계","대촌천 논토양1",1.67,4.11,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.183655913978495,-5.04591397849462,27.4748243559719,FALSE,"Pass (Approved)"
"농업계","광주천 논토양",8.62,11.47,FALSE,TRUE,1.85365591397849,9.15591397849462,6.7663440860215,2.31408602150538,0.341999459691389,FALSE,"Drop (Outlier)"
"농업계","만봉천 논토양",1.41,8.97,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.443655913978495,-0.185913978494623,0.419049927290353,FALSE,"Pass (Approved)"
"농업계","장성천 논토양",0.53,7.29,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.32365591397849,-1.86591397849462,1.40966693744923,FALSE,"Pass (Approved)"
"농업계","영산천 논토양",17.56,8.84,FALSE,TRUE,1.85365591397849,9.15591397849462,15.7063440860215,-0.315913978494624,-0.0201137818428277,FALSE,"Drop (Outlier)"
"농업계","논침출수",9.12,6.12,FALSE,TRUE,1.85365591397849,9.15591397849462,7.2663440860215,-3.03591397849462,-0.417804874439528,FALSE,"Drop (Outlier)"
"농업계","밭토양",2.6,-0.02,TRUE,TRUE,1.85365591397849,9.15591397849462,0.746344086021505,-9.17591397849462,-12.2944820631033,FALSE,"Pass (Approved)"
"농업계","밭토양",1.49,1.82,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.363655913978495,-7.33591397849462,20.1726788882318,FALSE,"Pass (Approved)"
"농업계","논토양(모내기 물)",-8.46,-0.63,FALSE,TRUE,1.85365591397849,9.15591397849462,-10.3136559139785,-9.78591397849462,0.948830759927854,FALSE,"Drop (Outlier)"
"농업계","논토양(모내기 물)",-8.98,-2.64,FALSE,TRUE,1.85365591397849,9.15591397849462,-10.8336559139785,-11.7959139784946,1.08882117654065,FALSE,"Drop (Outlier)"
"농업계","밭토양",-9.38,-1.64,FALSE,TRUE,1.85365591397849,9.15591397849462,-11.2336559139785,-10.7959139784946,0.961032994170743,FALSE,"Drop (Outlier)"
"농업계","논토양(모내기 물)",-12.09,0.98,FALSE,FALSE,1.85365591397849,9.15591397849462,-13.9436559139785,-8.17591397849462,0.586353681483081,FALSE,"Drop (Outlier)"
"농업계","논토양(모내기 물)",1.37,4.26,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.483655913978495,-4.89591397849462,10.1227212094264,FALSE,"Pass (Approved)"
"농업계","밭토양",4.07,1.58,TRUE,TRUE,1.85365591397849,9.15591397849462,2.21634408602151,-7.57591397849462,-3.41820298855036,FALSE,"Pass (Approved)"
"농업계","농배수로(4번지점 옆)",6.17,1.68,FALSE,TRUE,1.85365591397849,9.15591397849462,4.31634408602151,-7.47591397849462,-1.73200139504758,FALSE,"Drop (Outlier)"
"농업계","논토양(모내기 물)",3.11,-12.58,FALSE,FALSE,1.85365591397849,9.15591397849462,1.25634408602151,-21.7359139784946,-17.3009243409791,FALSE,"Drop (Outlier)"
"농업계","논토양(모내기 물)",10.37,4.37,FALSE,TRUE,1.85365591397849,9.15591397849462,8.5163440860215,-4.78591397849462,-0.561968132117876,FALSE,"Drop (Outlier)"
"농업계","농배수로(EM27 옆)",7.91,-0.2,FALSE,TRUE,1.85365591397849,9.15591397849462,6.05634408602151,-9.35591397849462,-1.5448121582274,FALSE,"Drop (Outlier)"
"농업계","논토양(모내기 물)",7.82,3.13,FALSE,TRUE,1.85365591397849,9.15591397849462,5.96634408602151,-6.02591397849462,-1.00998432065168,FALSE,"Drop (Outlier)"
"농업계","논토양(방계인근)",5.39,1.02,TRUE,TRUE,1.85365591397849,9.15591397849462,3.53634408602151,-8.13591397849462,-2.30065677450742,FALSE,"Pass (Approved)"
"농업계","논토양(모내기 물)",7.15,0.47,FALSE,TRUE,1.85365591397849,9.15591397849462,5.29634408602151,-8.68591397849462,-1.63998294624005,FALSE,"Drop (Outlier)"
"농업계","논토양",-4.8,0.87,TRUE,TRUE,1.85365591397849,9.15591397849462,-6.65365591397849,-8.28591397849462,1.2453174744259,FALSE,"Pass (Approved)"
"농업계","논토양",3.03,8.2,TRUE,TRUE,1.85365591397849,9.15591397849462,1.17634408602151,-0.955913978494625,-0.812614259597807,FALSE,"Pass (Approved)"
"농업계","농배수로",6.24,-0.86,FALSE,TRUE,1.85365591397849,9.15591397849462,4.38634408602151,-10.0159139784946,-2.28343098080553,FALSE,"Drop (Outlier)"
"농업계","논토양 물",9.96,1.73,FALSE,TRUE,1.85365591397849,9.15591397849462,8.10634408602151,-7.42591397849462,-0.916062024963854,FALSE,"Drop (Outlier)"
"농업계","밭토양",6.11,-2.46,FALSE,TRUE,1.85365591397849,9.15591397849462,4.25634408602151,-11.6159139784946,-2.72908245755861,FALSE,"Drop (Outlier)"
"농업계","밭토양",3.42,-1.89,TRUE,TRUE,1.85365591397849,9.15591397849462,1.56634408602151,-11.0459139784946,-7.05203542253038,FALSE,"Pass (Approved)"
"농업계","밭토양",9.88,-1.32,FALSE,TRUE,1.85365591397849,9.15591397849462,8.02634408602151,-10.4759139784946,-1.30519123852904,FALSE,"Drop (Outlier)"
"농업계","밭토양",9.18,-0.33,FALSE,TRUE,1.85365591397849,9.15591397849462,7.32634408602151,-9.48591397849462,-1.29476774051515,FALSE,"Drop (Outlier)"
"농업계","밭토양",18.7,-1.07,FALSE,TRUE,1.85365591397849,9.15591397849462,16.8463440860215,-10.2259139784946,-0.607010869912109,FALSE,"Drop (Outlier)"
"농업계","밭토양",4.6,-2.17,TRUE,TRUE,1.85365591397849,9.15591397849462,2.74634408602151,-11.3259139784946,-4.12399671117028,FALSE,"Pass (Approved)"
"농업계","밭토양",7.71,-1.6,FALSE,TRUE,1.85365591397849,9.15591397849462,5.85634408602151,-10.7559139784946,-1.83662602820212,FALSE,"Drop (Outlier)"
"농업계","논토양",-2.78,-3.8,TRUE,TRUE,1.85365591397849,9.15591397849462,-4.63365591397849,-12.9559139784946,2.79604576149259,FALSE,"Pass (Approved)"
"농업계","논토양",4.44,0.91,TRUE,TRUE,1.85365591397849,9.15591397849462,2.58634408602151,-8.24591397849462,-3.18825094582796,FALSE,"Pass (Approved)"
"농업계","논토양",1.83,-3.68,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.0236559139784946,-12.8359139784946,542.60909090909,FALSE,"Pass (Approved)"
"농업계","논토양",4.32,-4.53,TRUE,TRUE,1.85365591397849,9.15591397849462,2.46634408602151,-13.6859139784946,-5.54906918951912,FALSE,"Pass (Approved)"
"농업계","논토양",2.83,-1.1,TRUE,TRUE,1.85365591397849,9.15591397849462,0.976344086021505,-10.2559139784946,-10.5044052863436,FALSE,"Pass (Approved)"
"농업계","논토양",1.06,-4.8,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.793655913978495,-13.9559139784946,17.5843381655602,FALSE,"Pass (Approved)"
"농업계","논유출수",-0.92,45.56,FALSE,FALSE,1.85365591397849,9.15591397849462,-2.77365591397849,36.4040860215054,-13.1249466950959,FALSE,"Drop (Outlier)"
"농업계","농배수로",3.17,0.38,TRUE,TRUE,1.85365591397849,9.15591397849462,1.31634408602151,-8.77591397849462,-6.66688449599739,FALSE,"Pass (Approved)"
"농업계","농배수로",3.41,1.41,TRUE,TRUE,1.85365591397849,9.15591397849462,1.55634408602151,-7.74591397849462,-4.97699322923863,FALSE,"Pass (Approved)"
"농업계","농배수로",4.72,3.96,TRUE,TRUE,1.85365591397849,9.15591397849462,2.86634408602151,-5.19591397849462,-1.81273211539183,FALSE,"Pass (Approved)"
"농업계","농배수로",8.22,5.43,FALSE,TRUE,1.85365591397849,9.15591397849462,6.36634408602151,-3.72591397849462,-0.585251743881636,FALSE,"Drop (Outlier)"
"농업계","퇴비(과수원 시비)",12.8,-1.16,FALSE,TRUE,1.85365591397849,9.15591397849462,10.9463440860215,-10.3159139784946,-0.942407245508394,FALSE,"Drop (Outlier)"
"농업계","논",8.07,5.95,FALSE,TRUE,1.85365591397849,9.15591397849462,6.21634408602151,-3.20591397849462,-0.515723379229226,FALSE,"Drop (Outlier)"
"농업계","논",11.58,25.48,FALSE,FALSE,1.85365591397849,9.15591397849462,9.72634408602151,16.3240860215054,1.67833729478746,FALSE,"Drop (Outlier)"
"농업계","밭",20.35,-4.02,FALSE,FALSE,1.85365591397849,9.15591397849462,18.4963440860215,-13.1759139784946,-0.712352339317273,FALSE,"Drop (Outlier)"
"농업계","비닐하우스",7.09,2.76,FALSE,TRUE,1.85365591397849,9.15591397849462,5.23634408602151,-6.39591397849462,-1.22144646597396,FALSE,"Drop (Outlier)"
"농업계","과수원",0.17,4.79,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.68365591397849,-4.36591397849462,2.59311534040107,FALSE,"Pass (Approved)"
"농업계","밭",11.45,-2.44,FALSE,TRUE,1.85365591397849,9.15591397849462,9.5963440860215,-11.5959139784946,-1.20836788203393,FALSE,"Drop (Outlier)"
"농업계","밭",8.62,1.91,FALSE,TRUE,1.85365591397849,9.15591397849462,6.7663440860215,-7.24591397849462,-1.07087577669363,FALSE,"Drop (Outlier)"
"농업계","비닐하우스",5.65,-0.27,TRUE,TRUE,1.85365591397849,9.15591397849462,3.79634408602151,-9.42591397849462,-2.48289242621651,FALSE,"Pass (Approved)"
"농업계","과수원",1.77,-0.12,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.0836559139784947,-9.27591397849462,110.881748071979,FALSE,"Pass (Approved)"
"농업계","밭",10.31,3.08,FALSE,TRUE,1.85365591397849,9.15591397849462,8.45634408602151,-6.07591397849462,-0.718503636641066,FALSE,"Drop (Outlier)"
"농업계","밭",1.67,-1.53,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.183655913978495,-10.6859139784946,58.1844262295081,FALSE,"Pass (Approved)"
"농업계","밭",5.82,-2.32,TRUE,TRUE,1.85365591397849,9.15591397849462,3.96634408602151,-11.4759139784946,-2.89332285086887,FALSE,"Pass (Approved)"
"농업계","논",-7.66,8.66,FALSE,FALSE,1.85365591397849,9.15591397849462,-9.51365591397849,-0.495913978494624,0.0521265413610317,FALSE,"Drop (Outlier)"
"농업계","논",0.76,10.93,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.09365591397849,1.77408602150538,-1.62216104611149,FALSE,"Pass (Approved)"
"농업계","논(soil-A)",3.07,10.94,TRUE,TRUE,1.85365591397849,9.15591397849462,1.21634408602151,1.78408602150538,1.46676096181047,FALSE,"Pass (Approved)"
"농업계","과수원",1.44,6.68,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.413655913978495,-2.47591397849462,5.98544320249545,FALSE,"Pass (Approved)"
"농업계","과수원(퇴비)",-0.97,4.44,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.82365591397849,-4.71591397849462,1.67014470677837,FALSE,"Pass (Approved)"
"농업계","비닐하우스",9.17,6.08,FALSE,TRUE,1.85365591397849,9.15591397849462,7.31634408602151,-3.07591397849462,-0.420416801387378,FALSE,"Drop (Outlier)"
"농업계","비닐하우스",5.66,5.47,TRUE,TRUE,1.85365591397849,9.15591397849462,3.80634408602151,-3.68591397849462,-0.968360688155033,FALSE,"Pass (Approved)"
"농업계","비닐하우스",9.56,1.69,FALSE,TRUE,1.85365591397849,9.15591397849462,7.70634408602151,-7.46591397849462,-0.968801015780882,FALSE,"Drop (Outlier)"
"농업계","과수원(감)",8.01,10.42,FALSE,TRUE,1.85365591397849,9.15591397849462,6.15634408602151,1.26408602150538,0.205330631920914,FALSE,"Drop (Outlier)"
"농업계","논",8.61,1.57,FALSE,TRUE,1.85365591397849,9.15591397849462,6.7563440860215,-7.58591397849462,-1.12278384314225,FALSE,"Drop (Outlier)"
"농업계","비닐하우스(쪽파)",8.19,-0.4,FALSE,TRUE,1.85365591397849,9.15591397849462,6.33634408602151,-9.55591397849462,-1.50811159380939,FALSE,"Drop (Outlier)"
"농업계","밭",-0.66,-5.07,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.51365591397849,-14.2259139784946,5.65945159772426,FALSE,"Pass (Approved)"
"농업계","밭",4.79,2.92,TRUE,TRUE,1.85365591397849,9.15591397849462,2.93634408602151,-6.23591397849462,-2.12370001464772,FALSE,"Pass (Approved)"
"농업계","논",7.38,7.32,FALSE,TRUE,1.85365591397849,9.15591397849462,5.52634408602151,-1.83591397849462,-0.332211304601615,FALSE,"Drop (Outlier)"
"농업계","논",-0.78,7.39,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.63365591397849,-1.76591397849462,0.670518107214306,FALSE,"Pass (Approved)"
"농업계","과수원(배)",12.06,1.55,FALSE,TRUE,1.85365591397849,9.15591397849462,10.2063440860215,-7.60591397849462,-0.745214340648342,FALSE,"Drop (Outlier)"
"농업계","논",3.35,6.93,TRUE,TRUE,1.85365591397849,9.15591397849462,1.49634408602151,-2.22591397849462,-1.48756826674332,FALSE,"Pass (Approved)"
"농업계","논",10.21,10.56,FALSE,TRUE,1.85365591397849,9.15591397849462,8.35634408602151,1.40408602150538,0.168026353038063,FALSE,"Drop (Outlier)"
"농업계","논",2.53,10.61,TRUE,TRUE,1.85365591397849,9.15591397849462,0.676344086021505,1.45408602150538,2.14992050874404,FALSE,"Pass (Approved)"
"농업계","밭",11.41,4.6,FALSE,TRUE,1.85365591397849,9.15591397849462,9.55634408602151,-4.55591397849462,-0.476742354344353,FALSE,"Drop (Outlier)"
"농업계","밭(고추밭)",10.77,3.93,FALSE,TRUE,1.85365591397849,9.15591397849462,8.91634408602151,-5.22591397849462,-0.586105014350836,FALSE,"Drop (Outlier)"
"농업계","논",0.91,10.36,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.943655913978495,1.20408602150538,-1.27597994530538,FALSE,"Pass (Approved)"
"농업계","산림",-6.16,1.42,FALSE,TRUE,1.85365591397849,9.15591397849462,-8.01365591397849,-7.73591397849462,0.965341419888094,FALSE,"Drop (Outlier)"
"농업계","밭",8.6,7.99,FALSE,TRUE,1.85365591397849,9.15591397849462,6.74634408602151,-1.16591397849462,-0.172821599910744,FALSE,"Drop (Outlier)"
"농업계","산림",-2.21,-2.04,TRUE,TRUE,1.85365591397849,9.15591397849462,-4.06365591397849,-11.1959139784946,2.755133361558,FALSE,"Pass (Approved)"
"농업계","산림",0.98,4.29,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.873655913978495,-4.86591397849462,5.5696,FALSE,"Pass (Approved)"
"농업계","밭(깨)",8.37,2.18,FALSE,TRUE,1.85365591397849,9.15591397849462,6.5163440860215,-6.97591397849462,-1.07052572522359,FALSE,"Drop (Outlier)"
"농업계","산림유출수",-1.26,2.93,TRUE,TRUE,1.85365591397849,9.15591397849462,-3.11365591397849,-6.22591397849462,1.999551058466,FALSE,"Pass (Approved)"
"농업계","석정천 상류",2.46,4.56,TRUE,TRUE,1.85365591397849,9.15591397849462,0.606344086021505,-4.59591397849462,-7.5797127150204,FALSE,"Pass (Approved)"
"농업계","회송천 말단 측구",5.83,2.36,TRUE,TRUE,1.85365591397849,9.15591397849462,3.97634408602151,-6.79591397849462,-1.70908599242834,FALSE,"Pass (Approved)"
"농업계","유곡천 상류 측구",9.32,3.43,FALSE,TRUE,1.85365591397849,9.15591397849462,7.46634408602151,-5.72591397849462,-0.766896611316733,FALSE,"Drop (Outlier)"
"농업계","대초천 말단 측구",9.29,0.41,FALSE,TRUE,1.85365591397849,9.15591397849462,7.4363440860215,-8.74591397849462,-1.17610399375343,FALSE,"Drop (Outlier)"
"농업계","수춘천 측구",9.38,-0.66,FALSE,TRUE,1.85365591397849,9.15591397849462,7.52634408602151,-9.81591397849462,-1.30420744338881,FALSE,"Drop (Outlier)"
"농업계","대초천 말단 측구",0.98,5.25,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.873655913978495,-3.90591397849462,4.47076923076923,FALSE,"Pass (Approved)"
"농업계","송학천 골프장 영향지점 합류 후",6.82,2.08,FALSE,TRUE,1.85365591397849,9.15591397849462,4.96634408602151,-7.07591397849462,-1.42477320458138,FALSE,"Drop (Outlier)"
"농업계","수춘천 측구",1.56,1.42,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.293655913978495,-7.73591397849462,26.3434639326254,FALSE,"Pass (Approved)"
"농업계","회송천 농업유출수",8.42,1.95,FALSE,TRUE,1.85365591397849,9.15591397849462,6.56634408602151,-7.20591397849462,-1.09740121505887,FALSE,"Drop (Outlier)"
"농업계","산포천말단 배출수",14.34,3.59,FALSE,TRUE,1.85365591397849,9.15591397849462,12.4863440860215,-5.56591397849462,-0.445760099205153,FALSE,"Drop (Outlier)"
"농업계","석정천 논 유출수",6.83,3.8,FALSE,TRUE,1.85365591397849,9.15591397849462,4.97634408602151,-5.35591397849462,-1.07627484874676,FALSE,"Drop (Outlier)"
"농업계","대초천 논 유출수",5.11,4.53,TRUE,TRUE,1.85365591397849,9.15591397849462,3.25634408602151,-4.62591397849462,-1.42058512746004,FALSE,"Pass (Approved)"
"농업계","지석천 배수로 유출수",6.91,5.44,FALSE,TRUE,1.85365591397849,9.15591397849462,5.05634408602151,-3.71591397849462,-0.734901326981967,FALSE,"Drop (Outlier)"
"농업계","지석천 배수로 유출수",8.96,8.98,FALSE,TRUE,1.85365591397849,9.15591397849462,7.10634408602151,-0.175913978494624,-0.0247544977227678,FALSE,"Drop (Outlier)"
"농업계","지석천 배수로 유출수",6.09,2.36,FALSE,TRUE,1.85365591397849,9.15591397849462,4.23634408602151,-6.79591397849462,-1.60419310624905,FALSE,"Drop (Outlier)"
"농업계","노동천(비닐하우스)",10.34,3.36,FALSE,TRUE,1.85365591397849,9.15591397849462,8.48634408602151,-5.79591397849462,-0.682969476578437,FALSE,"Drop (Outlier)"
"농업계","석정천(과수원)",6.05,1.94,FALSE,TRUE,1.85365591397849,9.15591397849462,4.19634408602151,-7.21591397849462,-1.71957156767283,FALSE,"Drop (Outlier)"
"농업계","대촌천(비닐하우스)",8.77,4.98,FALSE,TRUE,1.85365591397849,9.15591397849462,6.91634408602151,-4.17591397849462,-0.603774758247567,FALSE,"Drop (Outlier)"
"농업계","비료",-15.2,19.1,FALSE,TRUE,1.85365591397849,9.15591397849462,-17.0536559139785,9.94408602150538,-0.583105820339346,FALSE,"Drop (Outlier)"
"농업계","비료",-7.9,18.2,FALSE,FALSE,1.85365591397849,9.15591397849462,-9.75365591397849,9.04408602150538,-0.927250879185086,FALSE,"Drop (Outlier)"
"농업계","비료",1,16.6,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.853655913978495,7.44408602150538,-8.72024184406096,FALSE,"Pass (Approved)"
"농업계","비료",8.4,20.9,FALSE,TRUE,1.85365591397849,9.15591397849462,6.54634408602151,11.7440860215054,1.79399155730031,FALSE,"Drop (Outlier)"
"농업계","슈퍼오레기",-17.75,13.45,FALSE,TRUE,1.85365591397849,9.15591397849462,-19.6036559139785,4.29408602150538,-0.219045163838213,FALSE,"Drop (Outlier)"
"농업계","뿌리조은 황플러스",0.54,20.49,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.31365591397849,11.3340860215054,-8.62789555537366,FALSE,"Pass (Approved)"
"농업계","어분골드(유기질)",7.14,16.78,FALSE,TRUE,1.85365591397849,9.15591397849462,5.28634408602151,7.62408602150538,1.44222280983667,FALSE,"Drop (Outlier)"
"농업계","비료",-2.84,20.3,TRUE,TRUE,1.85365591397849,9.15591397849462,-4.69365591397849,11.1440860215054,-2.3742869579162,FALSE,"Pass (Approved)"
"농업계","IOF-1",3.8,18.9,TRUE,TRUE,1.85365591397849,9.15591397849462,1.94634408602151,9.74408602150537,5.00635324015248,FALSE,"Pass (Approved)"
"농업계","IOF-2",5.3,16.5,TRUE,TRUE,1.85365591397849,9.15591397849462,3.44634408602151,7.34408602150538,2.13097875261302,FALSE,"Pass (Approved)"
"농업계","IOF-3",6.2,17.6,FALSE,TRUE,1.85365591397849,9.15591397849462,4.34634408602151,8.44408602150538,1.94280200885678,FALSE,"Drop (Outlier)"
"농업계","IOF-4",3.9,17.3,TRUE,TRUE,1.85365591397849,9.15591397849462,2.0463440860215,8.14408602150538,3.97982239503967,FALSE,"Pass (Approved)"
"농업계","IOF-5",5.6,21.7,TRUE,TRUE,1.85365591397849,9.15591397849462,3.74634408602151,12.5440860215054,3.34835395080509,FALSE,"Pass (Approved)"
"농업계","IOF-6",4.7,19,TRUE,TRUE,1.85365591397849,9.15591397849462,2.84634408602151,9.84408602150538,3.45850175663934,FALSE,"Pass (Approved)"
"농업계","IOF-7",0.5,22.7,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.35365591397849,13.5440860215054,-10.0055604098816,FALSE,"Pass (Approved)"
"농업계","IOF-8",0.9,21.8,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.953655913978495,12.6440860215054,-13.258540985455,FALSE,"Pass (Approved)"
"농업계","IOF-9",1.7,22.6,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.153655913978495,13.4440860215054,-87.4947515745276,FALSE,"Pass (Approved)"
"농업계","IOF-10",0.4,21.9,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.45365591397849,12.7440860215054,-8.76692063022413,FALSE,"Pass (Approved)"
"농업계","IOF-11",1,19,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.853655913978495,9.84408602150538,-11.5316790527774,FALSE,"Pass (Approved)"
"농업계","IOF-12",3,20.9,TRUE,TRUE,1.85365591397849,9.15591397849462,1.14634408602151,11.7440860215054,10.2448175593284,FALSE,"Pass (Approved)"
"농업계","IOF-13",2,20.4,TRUE,TRUE,1.85365591397849,9.15591397849462,0.146344086021505,11.2440860215054,76.8332108743571,FALSE,"Pass (Approved)"
"농업계","IOF-14",-0.9,15.1,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.75365591397849,5.94408602150538,-2.15861611152329,FALSE,"Pass (Approved)"
"농업계","IOF-15",1,22.5,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.853655913978495,13.3440860215054,-15.6316916488223,FALSE,"Pass (Approved)"
"농업계","IOF-16",3.8,16.5,TRUE,TRUE,1.85365591397849,9.15591397849462,1.94634408602151,7.34408602150538,3.77327219490636,FALSE,"Pass (Approved)"
"농업계","IOF-17",-0.4,18.9,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.25365591397849,9.74408602150537,-4.32367956486473,FALSE,"Pass (Approved)"
"농업계","IOF-18",-1.1,14.1,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.9536559139785,4.94408602150538,-1.67388692708144,FALSE,"Pass (Approved)"
"농업계","IOF-19",7.6,19.7,FALSE,TRUE,1.85365591397849,9.15591397849462,5.74634408602151,10.5440860215054,1.83492075372841,FALSE,"Drop (Outlier)"
"농업계","OF-1",20.4,7.4,FALSE,TRUE,1.85365591397849,9.15591397849462,18.5463440860215,-1.75591397849462,-0.0946770948684203,FALSE,"Drop (Outlier)"
"농업계","OF-2",-0.6,8,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.45365591397849,-1.15591397849462,0.471098645865288,FALSE,"Pass (Approved)"
"농업계","OF-3",21.7,7.4,FALSE,TRUE,1.85365591397849,9.15591397849462,19.8463440860215,-1.75591397849462,-0.0884754376364651,FALSE,"Drop (Outlier)"
"농업계","OF-4",18.8,8.8,FALSE,TRUE,1.85365591397849,9.15591397849462,16.9463440860215,-0.355913978494623,-0.0210024048070761,FALSE,"Drop (Outlier)"
"농업계","OF-5",15,11,FALSE,TRUE,1.85365591397849,9.15591397849462,13.1463440860215,1.84408602150538,0.140273676806177,FALSE,"Drop (Outlier)"
"농업계","OF-6",15.7,7.1,FALSE,TRUE,1.85365591397849,9.15591397849462,13.8463440860215,-2.05591397849462,-0.148480636168081,FALSE,"Drop (Outlier)"
"농업계","OF-7",10.9,1.6,FALSE,TRUE,1.85365591397849,9.15591397849462,9.04634408602151,-7.55591397849462,-0.835245034529484,FALSE,"Drop (Outlier)"
